"","x11","x12","x13","x14","x21","x22","x23","x24","y1","y2","y3","y4"
"133",1.39768678220902,2.34926307516893,1.00681094465636,2.48406973022054,1.62516875019622,1.05690241388041,1.92270847482406,0.515696062371518,1.1649804835391,2.00508475093578,1.5199381949954,1.12835482012961
"186",1.09182781281206,-0.0743259614242222,-0.0429530712819772,0.867621958401634,-0.0253523822360158,-0.960781601065594,-0.390602008552902,0.0949972741156245,-1.01293637242899,-0.46548367570764,-0.951231838910829,-0.710650516586254
"286",-0.618453727353696,1.09238660727662,1.27891177972858,0.0200010493964029,0.42684582591665,0.74620658757703,0.594283379604604,-1.09946500511959,1.19045256616704,0.359423663928073,0.245250474538955,0.469922726801713
"452",-0.503283707974499,-0.222396717916385,2.07213931331019,0.107532796354508,-1.0250719819665,0.263612914681253,-0.300844446553689,-0.404223009636277,-0.325106101385627,-0.0385920883406211,-0.697320304274288,0.236203040877909
"101",0.379582300470803,-0.855833357418381,-1.01104542122063,-1.00457841059909,-0.357472960223379,-0.349806100324897,0.507545056271189,-0.186176581137416,-0.396138317147779,0.483014695070747,0.0850964772749571,0.669086274880609
"445",-0.286308997730914,-1.41649888293509,-0.424173830502138,0.200587659219276,-0.094059297152284,-0.136804998448338,-1.66909070711425,-0.637809866352734,0.908434345536197,0.872254312486473,-0.0362694323913055,0.187439306175353
"467",-0.455831582259427,-0.658501557171261,-0.246451727599132,-0.335275160239845,-2.12145394200267,0.578279392648947,0.469839580641988,0.169359187617287,0.0591686155131067,-0.0470386615961956,-0.185623049491744,-0.279537178321589
"326",-1.88328990074022,-1.55666893900447,-2.60782160089317,-2.16526102800688,0.189778657267971,-0.378488213329786,-0.658093347534522,0.269721742542601,-1.88316618722309,-1.4117482527026,-0.906731548433292,-1.58597680333378
"310",-0.731451378639492,0.833073124158911,0.255539940891403,-1.63273713855854,0.0271399004658189,1.75688348548695,-0.764922169092595,-0.519462800029302,0.144592406774315,1.13091297912424,-0.335030194295376,-0.204803757450035
"31",0.00506067995647988,0.429815609084248,-0.24379704882876,-0.093522478246989,0.782446471848997,0.232310805193874,0.881830878562606,0.702649435886647,-0.173887498791082,0.130794554820504,-0.634116236633753,1.21921217407987
"496",2.31852139337748,-1.30319723702611,-0.933266549751991,-0.18757338673852,-1.33642360609515,-0.709860682172595,-1.09046209266333,-1.59059632409098,-1.47408823449369,0.0759350982263066,-0.0810176223369036,-1.42938794596008
"87",-0.254091068771715,0.66739374267197,-0.820185924111998,0.337788146266989,0.100466593798718,-0.572956989779516,-1.52177629359631,-0.335998869841933,0.962220879921004,1.20635426386095,0.464232152568731,-0.141378041822725
"336",0.85783133028592,0.0438888931077086,0.0379004638058339,0.293335306086956,0.23869314598718,0.223435187498748,-1.32153261334542,-1.78924754010222,-0.205899816773552,0.66801926039826,0.535155351150189,-0.329726872382499
"188",0.637793392413452,1.23868718750303,0.836360680343432,0.430993308291581,1.18474575860448,0.42935938993679,0.774678575586442,0.843260844853092,2.05332815843514,1.8987170375541,1.89138729305767,1.8684131828221
"375",1.07025159450749,0.119926378044442,-0.860112004030287,0.24311096417334,-1.22691630788169,-0.467335775507357,0.460378616026301,0.0559212310018146,-0.104012079858806,0.200947877682927,0.990617358833648,-0.0251814673284659
"242",0.180587484111182,-0.34399523288495,0.47690631352948,-0.147286598708027,-0.378685696500528,-0.675028193197756,0.882744985849467,-0.257001894600749,0.854131412394843,-0.151946189242495,0.4473127376166,0.163601933607195
"348",-0.603395597888838,-0.231257245018244,-1.27526764956429,-0.725579026832327,-0.740432707339749,-0.0654153175170607,-2.03623452670992,0.731735859114689,-0.685863670507904,-0.116976662234114,0.266305127502429,-0.858802679298747
"480",0.92570143700682,-0.89746780829139,0.0413193059496004,0.0318342346670562,0.313062850152532,-0.414610381041947,0.687118526769657,-0.294519787715659,-0.150286041483414,-0.438778085237663,0.339052573427796,-0.117202799205081
"184",-0.222005030688068,0.835786663728612,0.852922683299301,-0.67025016833278,0.999115109657328,-0.674967361927223,-1.11369602117714,0.356233065782674,-0.44587210282142,0.578008799650447,-0.968341409949091,-0.914831637456349
"374",0.278268966262553,0.788512173963651,-1.27565466295017,0.18719272531288,-2.37997270070316,-0.680194711249851,0.360956498069312,-0.229808859993041,-0.301627584338286,0.0503137238069635,-0.91995826325569,0.489448582251202
"449",-0.219335286846438,-2.44364583580555,-0.695598459136206,0.326469697702508,-1.67635194239313,-0.902613447192224,-0.602548798493731,-0.617729585401353,-0.277530548310844,-0.877587621037265,-1.0591600266375,-1.1147913696553
"102",0.0384537811746618,-0.320913266058461,-0.476797708997563,0.350336328666304,-0.200807493457202,0.336396385652748,0.382428046019973,-0.578339189952498,0.104473183582102,-0.0221690660450805,1.10098820914368,0.0211062789512416
"312",-0.487242857265891,-0.728876055145792,1.414607750117,-0.144142136359973,-0.170818443463978,1.28791736566011,0.149198487728769,1.13210314549868,-0.0994995344958032,0.0185134463128782,-0.123231563516194,0.822926149860519
"60",-0.319333444456552,-1.06775339058838,0.343001063026973,0.904197744559417,0.360478280746708,-0.145760858372745,0.00130364080725071,-0.645502066015191,0.215137738906878,0.102696897018093,0.118248219676158,1.30785763699325
"128",-0.97132372816177,-1.07847688150304,0.424866109898521,-0.0368963086180318,-0.805866160723538,-1.36197469576273,-0.733134965633317,-1.15552568347365,-1.86101829279924,-1.22829515344886,-1.21862566735393,-0.973248849353028
"482",1.43921094225274,0.574279324916389,-1.20436152471988,-0.20322474453767,0.745698255678363,0.0876882139696771,-0.952789560966028,-0.0174210597108629,0.357670067113115,-0.217110533545476,-0.227706391860641,0.180492382459701
"7",1.08074658722213,0.653586227197749,0.975807938539731,1.04364004161829,1.29910479456316,-0.863350950004686,-0.224288085756939,-0.0486404106458974,0.463798652310618,1.14420519010763,0.831440112956502,0.692570974074943
"181",0.282367984414292,-0.284408674220338,-0.0604848434228069,0.0513543314763714,-1.19697653772059,0.0902919739023993,0.347382720956068,-1.2766657349566,-0.28180803208379,-0.747476618103378,-1.31230923476847,-0.91950772685846
"411",-0.528014716781828,1.11017224281041,0.261825361621941,0.699034786223182,2.07286853355276,1.56189184212407,0.829501700409172,-0.261931307151989,1.51831354875575,0.861879319783328,1.28137278572122,2.60735051280004
"161",-0.109854697674684,1.13660968514859,-0.323690208617648,-0.263035828893813,-1.07826628465014,-0.246515257403337,-0.730657177196118,-1.91809991542839,-0.427900192268499,-0.831969971392233,-0.93561851435824,-1.51373280243357
"227",0.355149568991879,0.00203886512070715,1.1419853017939,0.960294460913123,-1.69829287588449,-0.71993532723971,-1.64786430858313,-1.53310278736871,-0.940994350924855,-1.31539411736687,-0.0353431290745854,-0.657620140535655
"282",-1.44003858287326,-0.113660257328355,-0.0129383923016257,-1.83287389763548,-0.00320299305884473,-0.239756983635652,0.0127403702396598,-0.585145518421553,-1.24889790186344,0.966964913209692,0.226093113532659,-0.225673317453739
