"","x11","x12","x13","x14","x21","x22","x23","x24","x31","x32","x33","x34","y1","y2","y3","y4"
"1",0.879048706895575,1.0408452469041,3.85199133626598,2.05445487804459,-0.820986697119997,-0.676585917824674,-1.23575081128241,-0.187589487121175,4.55471934375648,3.90148254678599,4.24658808613357,4.53488381120327,2.309396884392,2.22358784660902,2.4944726076472,3.17804603221976
"2",2.25857547032189,5.09986743072524,3.87215397958444,1.30741177968726,1.12035502842611,2.40239848994699,1.47318231468324,0.557408556606355,5.54903846185302,6.35449030712322,5.92896943204453,5.57349600369848,3.85152513819723,3.95732911026938,3.6233236904191,2.78046627829369
"3",0.626294296212948,0.541237972892105,3.05476129447206,2.12448900445587,1.02447486299323,1.29578161773666,0.578889581294814,-0.50680592456862,4.63727658835637,4.10515313703198,4.38627439584725,4.62111866202702,2.43743813104682,2.36753851493262,2.5881998962622,3.14503541380213
"4",2.8015429011881,2.59247953813071,1.55698937430823,5.06311069999365,0.761309895393914,1.35852267886343,0.465656323309389,1.07030939562151,5.23370451243994,5.57655431964181,5.39542648333751,5.24411514537298,3.36246143226667,3.40749810533303,3.2653248711757,2.90655295583056
"5",2.99570095645848,-0.908430356089934,2.50773292473665,0.901202027987494,-0.275890474750511,0.452957098303238,-0.0367452596883344,-0.237409855152314,5.66728049851209,6.6461960867305,6.12903417298862,5.69700526617215,4.03491131895225,4.16350144903272,3.75756394456132,2.73318705074687
"6",-0.13564741197369,0.554632667049498,-0.869129829760396,-0.765014369211167,0.11162049819721,-0.189625953243593,-0.508565312395318,-0.396412766782922,4.51782862801666,3.81047231642112,4.18416924004241,4.49634975663274,2.25218163627893,2.15926347130532,2.45259055625223,3.19279683145419
"7",0.749921464301487,-1.54647777884168,1.76924840990392,0.985677215943324,-0.00815215232553516,0.175619986861258,1.30704125910229,-0.704964277435827,4.95934709424858,4.89970836175875,4.93121555338874,4.95753616439095,2.93694982484239,2.92911569444238,2.95384673206006,3.01625511565741
"8",-0.276273874023895,3.03353420956913,2.28216660262939,1.29330775513405,-0.199619050552942,0.44710554645913,1.52117954181968,0.778960434883929,5.16310085410911,5.40237349716577,5.27596556222373,5.17036636689476,3.25295946820667,3.2843902684367,3.1851684961208,2.93478391769639
"9",3.79025132209004,4.4160974772799,4.74375255468047,4.8263611842293,-0.0137534164753999,-0.273228805057581,0.242620458933868,0.770828500762632,5.6117697768363,6.50924988045289,6.0351104004837,5.63902175635385,3.94881757829359,4.06671036155055,3.69454258941618,2.75538308284808
"10",3.10783530707518,2.44668342523521,2.01853797309977,1.79168670293086,-0.183858310546053,0.0498923832155713,0.13247247416269,0.576171229388463,5.07122838403169,5.1757220349142,5.12051795285169,5.07440133329495,3.11047087548556,3.12419713781225,3.08086562651253,2.97151924077445
"11",0.610586042158975,0.945169731778118,-0.881131664502115,4.0980765248982,1.11138040702469,0.797450562723282,0.574083897030749,1.72330673330559,5.62946886186277,6.55291392364648,6.06505713483314,5.65750926722428,3.97626777872628,4.09757131301064,3.71463637111319,2.74830608136891
"12",4.41592399660998,1.26268086978009,1.90162677440471,1.65721101031835,0.164534117605585,1.44872695584949,0.487194052923371,1.01046250027812,5.02915008855454,5.07191392797082,5.04932175628856,5.03044861235598,3.04521000787648,3.05082745614215,3.03309411277406,2.98834430031213
"13",3.55993023667264,2.63556565942752,3.14549936649154,2.79011243229318,-1.54608859424524,-0.870378590821973,-0.823284229050027,-1.40946254657616,4.15903451818048,2.92531912991064,3.57709198845877,4.12157275567886,1.69571387456427,1.53365330042567,2.04525139118004,3.33626110897092
"14",1.91425908541737,4.32761823397654,2.37860996407102,5.05287237821102,-1.0358928844223,0.303183600633255,0.50217105274752,-1.0843723512226,5.27448218910059,5.67715377053901,5.46442204149876,5.28670930995312,3.42570511948784,3.47859996727662,3.31161979160268,2.89024795036767
"15",-1.09750560846044,1.4638279129428,0.991027234759152,1.18077098418077,0.424378794934342,-0.75130311247542,-0.967172467995609,0.0918508154975959,4.47241143078067,3.69842706329762,4.10732364387237,4.44890939876397,2.18174233586565,2.08007192455262,2.40102838537245,3.21095695507291
"16",2.75927896551976,1.50958974014113,1.54549752287505,0.343082467535489,-0.686024000093054,0.51736690262262,-0.0247646455600945,0.375507546404706,5.47594682927683,6.17417159589463,5.80529887502682,5.49714842133645,3.73816447796143,3.82988312525379,3.54034271673215,2.80969205980066
"17",-0.143582452951156,1.45393580198895,1.83537461992453,1.37023903328277,-0.523626697886161,-1.25880027038287,0.152749754418383,-0.219207263639727,4.51449930201428,3.80225879384883,4.17853604255186,4.49287212202235,2.24701805488844,2.153458302959,2.4488107704729,3.19412806665693
"18",3.84453493575948,6.47311830320482,3.30403387655987,0.254305204383503,-0.239067759454706,-0.0595743280994345,0.983052265837785,-0.380846643362588,5.62990822141609,6.55399783360482,6.06580052828018,5.65796819854791,3.97694919857272,4.09833740085237,3.71513517627389,2.74813040289717
"19",4.01147704892451,1.77736677090296,1.472767907287,3.9369736474287,-0.749408444463181,-0.911306598443393,-1.84771163226251,-0.229133731573897,4.86363010588411,4.66357238591267,4.76926304460119,4.85755535407065,2.78849861894728,2.76221908213702,2.84517917856703,3.05452767422325
"20",1.43045398589798,-0.39911810637511,1.30651263582525,0.864855602521361,0.192369646744246,0.275601015997024,0.120597254296608,-0.256175262494806,4.43461461830022,3.6051814717736,4.0433716881122,4.40942888434441,2.12312178702067,2.01416763664389,2.35811764181202,3.22607005823232
"21",2.01152837179977,2.67308941581121,1.62292063191353,3.09573338693988,-0.823418613776223,0.326019978739784,-1.33027445422298,-0.108831395321606,5.2286981674199,5.56420355321122,5.38695578080387,5.23888578702814,3.35469689675368,3.39876880828604,3.25964116471392,2.90855474920345
"22",1.5590268763625,2.35417665671822,3.76219845248941,3.10693284968378,-0.792611650757683,-0.151818007834632,-0.91958116509127,-0.879740633867556,4.63731486719153,4.10524757178435,4.38633916338218,4.62115864603636,2.43749749918341,2.36760525969779,2.58824335424639,3.1450201079616
"23",1.34813682893755,3.66386157774827,3.95971780529177,3.61002077997271,1.76936591702701,1.46343268341752,-0.673701553281618,0.739712051641215,5.74893210066869,6.84763243657917,6.26718814170138,5.78229413168141,4.16154796946261,4.30587299688537,3.8502630567749,2.70053855460286
"24",2.47746347022288,1.15116650903004,4.09814613719569,1.48260028774353,-0.451812936257225,-1.21025362135074,-0.382732723605372,-0.408453058328262,4.80274420805503,4.51336549845408,4.66624450973405,4.79395722477252,2.69406830820331,2.65605558641406,2.77605538275641,3.07887297729134
"25",6.37466598603315,6.84189246578928,4.68728907594952,3.35304794045796,-0.328506572568084,1.54415811716638,-1.43083056958909,0.60887585443,4.91225793862765,4.78353834947238,4.85154101473258,4.90834936885209,2.86391741903904,2.84700884294464,2.90038638583715,3.0350837739459
"26",0.579186872601398,1.73452907219655,1.03505916431832,0.787680678262918,-0.289023270462573,0.424045656255622,-0.325680108389517,-0.517155590395568,4.71785980038501,4.30395374426316,4.52262065555722,4.70529154475665,2.56241777368876,2.5080471678486,2.67968606453172,3.11281411479879
"27",0.0967628654699686,0.970391125616705,-0.259358967637628,-1.93529900640306,-1.71037966639463,-1.03657749286423,1.1082350853774,0.372747777276342,3.70924587547507,1.81568037210412,2.81605259143017,3.65174776704342,0.998119147144607,0.749380811250373,1.53460607913123,3.51610966526529
"28",1.23954695942448,3.211522298589,1.21081876370402,2.87674800260519,1.67557215582683,1.63016928715509,2.03620040306126,2.04927194037666,5.1405454370696,5.3467287730238,5.23780194635245,5.14680619318625,3.21797739327727,3.24506158961644,3.15956131781755,2.94380272965833
"29",-1.23576541657833,0.285881144453943,1.19822698821667,1.03825095375527,0.475392431765103,-0.266788500834261,-0.36560474723862,-1.30482534358735,4.50221794579864,3.77196041020507,4.15775606937863,4.48004367884572,2.22797042111526,2.13204395654121,2.43486773949863,3.19903878243542
"30",2.21135238829789,0.995940835049384,0.348203021110725,-0.23041573671809,-0.00581771387999253,0.77595600538964,1.09927400302229,0.542562080145676,5.15633636343527,5.38568534563003,5.26452008891728,5.16330054430118,3.2424681561109,3.27259538649644,3.17748876585856,2.93748870782724
"31",2.23529319420025,0.476572426450329,0.769544922489711,0.965435326619041,-0.547627617221911,2.57585788889871,1.2775779747105,1.94951544939837,5.09610107740714,5.2370835322042,5.16260238489755,5.10038200904561,3.14904690455353,3.1675663279028,3.10910361001031,2.96157386294583
