"","i11","i12","i13","i14","i21","i22","i23","i24","i31","i32","i33","i34"
"1",0.419730904190751,0.531826033501194,-1.52422153115403,-1.58026909580925,0.476359693193734,0.572275168503324,-1.47568256915147,-1.52364030680627,0.473670645902569,0.570354420438206,-1.47798746682961,-1.52632935409743
"2",2.14618881717101,1.83444715434119,-0.009682014243901,0.146188817171011,1.64338434792638,1.47530110488074,-0.440657273596442,-0.35661565207362,1.39739403980289,1.29959374193539,-0.65150610913086,-0.602605960197108
"3",0.839812830889648,0.813955283857459,-1.17311594262645,-1.16018716911035,1.83426501703082,1.5242782739583,-0.320728354505443,-0.165734982969181,-0.161529737665654,0.0987105920322428,-2.03140957281671,-2.16152973766565
"4",1.80122558483378,1.70904234363594,-0.244866035765141,-0.198774415166221,0.873002296179043,1.04602570888256,-1.0404859974692,-1.12699770382096,2.73231959613055,2.3741094945622,0.553214545346375,0.732319596130548
"5",0.61805533521914,0.755425905597845,-1.31325937959151,-1.38194466478086,0.588285622056845,0.734161824767634,-1.33877627658776,-1.41171437794316,1.27683521405877,1.22598296191187,-0.748590912014679,-0.723164785941227
"6",1.61071674297222,1.36590038348433,-0.511691436771728,-0.389283257027782,1.40041365427361,1.21568389155675,-0.69195122708482,-0.599586345726389,0.452899898402587,0.538888351648875,-1.50410587497427,-1.54710010159741
"7",1.42676873114438,1.34661444102557,-0.613308413915023,-0.573231268855618,1.3535965540743,1.29434860026122,-0.67602742283224,-0.646403445925705,1.42407987608725,1.34469383027048,-0.615613146821137,-0.57592012391275
"8",0.832408617210913,0.943576844161728,-1.11200726931368,-1.16759138278909,2.11021153395416,1.85629321326405,-0.0167476263908951,0.110211533954161,0.94804803716724,1.02617642984482,-1.01288776649397,-1.05195196283276
"9",1.52122974025652,1.42165964461067,-0.528555307566409,-0.478770259743485,0.154783780864571,0.445626816473564,-1.69979470133093,-1.84521621913543,2.14095461395648,1.86432026868207,0.00263744131927401,0.140954613956478
"10",1.39933261494767,1.25906143463494,-0.670802975208695,-0.600667385052327,0.867243490552005,0.878997774352316,-1.12687936754784,-1.13275650944799,1.02326850643321,0.990444214267462,-0.993143639649664,-0.97673149356679
"11",0.706057756344463,0.919622497541832,-1.18715987305685,-1.29394224365554,0.947655784002579,1.09219251729763,-0.980075849349896,-1.05234421599742,2.0810288378234,1.90174469859821,-0.00861323178919371,0.0810288378233983
"12",0.398749857108362,0.60395074676981,-1.49864969806091,-1.60125014289164,0.315984589202639,0.544832698265722,-1.56959135626582,-1.68401541079736,1.35129816212265,1.28434239320859,-0.682179722334378,-0.648701837877346
"13",0.376100338342979,0.501108191912831,-1.5613957348721,-1.62389966165702,-0.427639396757128,-0.0729916188729603,-2.25031550781504,-2.42763939675713,0.907999294312949,0.881036017605666,-1.10548234404069,-1.09200070568705
"14",0.922040964992917,0.754483556094012,-1.16173773945654,-1.07795903500708,0.721793010832666,0.611449303122404,-1.33337884302246,-1.27820698916733,-0.660506505034529,-0.375907493925592,-2.51820699948006,-2.66050650503453
"15",0.540783419534569,0.768410806936959,-1.34540288676424,-1.45921658046543,1.69921624879213,1.59586282783521,-0.352460461686329,-0.300783751207873,1.31507525722393,1.3214764052865,-0.68172416874478,-0.684924742776066
"16",1.2850448723292,1.19975202803384,-0.757601549818481,-0.7149551276708,0.956904814669757,0.965366272562807,-1.03886445638372,-1.04309518533024,1.12834894437865,1.08782636521202,-0.891912345204664,-0.871651055621346
"17",1.62173088380183,1.44270575159283,-0.467781682302671,-0.378269116198168,1.84077703811828,1.59916729039029,-0.280027835745713,-0.159222961881718,0.87760607253357,0.911188029258354,-1.10560294910404,-1.12239392746643
"18",1.85825762035183,1.69394140402433,-0.223900487811918,-0.141742379648169,1.98817020966218,1.78673611067459,-0.112546839831614,-0.0118297903378151,1.68536965798391,1.57045000233296,-0.372090169841568,-0.314630342016094
"19",1.63410871600574,1.52332518529822,-0.42128304934802,-0.365891283994261,1.40270555736175,1.35803721483823,-0.619628613900011,-0.597294442638251,1.76855169098701,1.61935588171341,-0.30604621364979,-0.231448309012993
"20",0.963996531747311,1.02518906449529,-1.0054072018787,-1.03600346825269,0.840435177460269,0.936930954290264,-1.11131693412473,-1.15956482253973,1.53391722962076,1.43227527726204,-0.516903746558599,-0.466082770379241
"21",0.789398326238107,0.928339722022209,-1.14113097586984,-1.21060167376189,0.906502617604807,1.011985644427,-1.0407558689841,-1.09349738239519,1.67201165765393,1.55877781589065,-0.38460526322771,-0.327988342346072
"22",0.348863444121535,0.601942714435188,-1.52459692072164,-1.65113655587846,2.10661184314149,1.85747728516373,-0.0179554358473879,0.106611843141494,0.74290440815071,0.883400545884598,-1.18684752298235,-1.25709559184929
"23",1.86794289382305,1.62635049416205,-0.252853306007448,-0.132057106176949,0.76430779943259,0.83803971245458,-1.19882624405642,-1.23569220056741,1.6110948259684,1.44288758855159,-0.473008792740007,-0.3889051740316
"24",0.121175106531635,0.20175207359145,-1.83853640993846,-1.87882489346837,-0.020709974848491,0.10040558689136,-1.96015219397857,-2.02070997484849,-0.510541820085913,-0.249474302563942,-2.38000806132493,-2.51054182008591
"25",1.73192330720384,1.57593028353657,-0.346073204629796,-0.268076692796164,1.40839570516805,1.34483913922529,-0.62338257780333,-0.591604294831954,1.65450961802957,1.52063479126924,-0.412427795350596,-0.345490381970431
"26",1.16048433793763,1.10982063513868,-0.864847513461847,-0.839515662062372,1.05451730731015,1.03412989897619,-0.955676396856831,-0.945482692689853,1.00836258481675,1.00116224005234,-0.995237587565454,-0.991637415183246
"27",0.92325202788448,0.931826119342743,-1.07246092638639,-1.07674797211552,1.76792772988019,1.53516590648253,-0.348453181818638,-0.232072270119811,0.453808655501734,0.596509424783639,-1.47484095985731,-1.54619134449827
"28",0.40073459486873,0.445888792000584,-1.57668830656534,-1.59926540513127,1.3990658871193,1.15898257217956,-0.720975770350568,-0.6009341128807,-0.668376650166087,-0.31776209731,-2.49306937373804,-2.66837665016609
"29",-0.227571979493741,0.0821785813523033,-2.07269669907072,-2.22757197949374,0.668894752997395,0.722511961703114,-1.30429664264975,-1.33110524700261,0.171649414747427,0.367336720095995,-1.73050693257829,-1.82835058525257
"30",1.21208043875114,1.18730958998222,-0.800304985633321,-0.78791956124886,1.29963907239127,1.24985147115374,-0.725254728227499,-0.700360927608734,1.28847366918967,1.2418761831526,-0.734825073828863,-0.711526330810326
"31",1.67335150339063,1.59742360683865,-0.364612444885358,-0.326648496609369,1.23596027450811,1.285001300494,-0.739519212498948,-0.764039725491892,2.29881154694195,2.04418078080388,0.171496163872919,0.298811546941953
"32",0.735918513228507,0.802559989962391,-1.23076074840455,-1.26408148677149,0.23506258730466,0.444805757159643,-1.66006582776785,-1.76493741269534,1.16871431544013,1.11169984868498,-0.859792917937442,-0.831285684559865
"33",0.366047624934906,0.580405870230022,-1.52677325241754,-1.63395237506509,0.925179014163944,0.979785433965049,-1.0475177759355,-1.07482098583606,1.02862344663829,1.05367431430387,-0.958851119528917,-0.971376553361705
"34",1.29760533286573,1.20796337713984,-0.747215644997216,-0.702394667134273,1.17286401514502,1.11886243591077,-0.854136774472104,-0.827135984854976,1.01959701034475,1.00938600391057,-0.985508492872341,-0.980402989655253
"35",1.23246936046723,1.04801586689129,-0.85975738632074,-0.767530639532766,2.1524735390731,1.70516170875262,-0.0711823760871357,0.152473539073105,-0.554729661863392,-0.228554863344875,-2.39164226260413,-2.55472966186339
"36",0.531779814770521,0.629986047981828,-1.41911706862383,-1.46822018522948,-0.696218512662996,-0.247155614470684,-2.47168706356684,-2.696218512663,1.28408896582153,1.16734972730398,-0.774280653437249,-0.715911034178473
"37",1.58572998101047,1.38458227611802,-0.514843871435751,-0.414270018989525,0.803791383702931,0.826054706612635,-1.18507695484222,-1.19620861629707,1.07751874252504,1.02157424862843,-0.950453504423263,-0.922481257474956
"38",0.500599949459494,0.638201672752965,-1.43059918889377,-1.49940005054051,1.36312256690901,1.25428925664548,-0.691294088222757,-0.636877433090991,0.521586038741106,0.653191736525545,-1.41261111236667,-1.47841396125889
"39",1.13066650665946,1.18762110806966,-0.840856192635441,-0.869333493340541,0.490316274363877,0.730228085001387,-1.38972782031737,-1.50968372563612,2.1946675077479,1.94762182313283,0.0711446654403636,0.194667507747897
"40",1.35586516036167,1.31960446441184,-0.662265187613247,-0.644134839638332,1.20821052868255,1.21413687035533,-0.788826300481058,-0.791789471317445,1.68053276325683,1.55150989505124,-0.383978670845962,-0.319467236743166
"41",0.954677851253845,0.953525014073867,-1.04589856733614,-1.04532214874616,1.18622421665785,1.11891527507673,-0.847430254132714,-0.813775783342153,0.753434713018647,0.80977991533444,-1.21839268582346,-1.24656528698135
"42",0.664529473704361,0.738661480062843,-1.2984045231164,-1.33547052629564,1.18489300726588,1.11034971832107,-0.852378637206528,-0.815106992734124,0.538402095696151,0.648570495771264,-1.40651370426629,-1.46159790430385
"43",1.0547484193483,1.09884573171205,-0.923202924469829,-0.945251580651704,1.3330508424728,1.29763317680098,-0.684657990363113,-0.666949157527202,1.41491707135032,1.35610905457063,-0.614486937039524,-0.585082928649681
"44",1.93478626880664,1.71541846617677,-0.174897632508294,-0.0652137311933594,1.81470737262757,1.62964782604886,-0.277822400661784,-0.18529262737243,1.50257263352503,1.40669444097562,-0.545366462749676,-0.497427366474971
